argument_id,split,stance,question,value,positive_answer,negative_answer
A32195,test,in favor of,Should we subsidize stay-at-home dads?,Security: personal,we should subsidize stay-at-home dads if the person is not apt for work,
A22110,validation,in favor of,Should Entrapment be legalized?,Humility,It is preferable to legalize entrapment and allow for random tests of civilians obeying the law than to have over-policing and community monitoring which uses more resources and causes more tension with the community.,
E07104,validation,in favor of,Should we punish illegal immigrants and only accept legal immigrants?,Security: societal,Countries that send immigrants illegally are not trustable and should get blacklisted for traveling toward Europe or economically.,
A30362,training,in favor of,Should we ban telemarketing?,Conformity: interpersonal,"telemarketing is an invasive nuisance, and is a platform for many types of fraud.",
A24457,training,against,Should we ban algorithmic trading?,Power: resources,"Algorithms can be tested against historical data, helping you optimize your trading strategy.",
A29025,training,in favor of,Should we legalize organ trade?,Benevolence: caring,"Anyone who wants to sell an organ would be made fully aware of the risks involved, in which case they should be allowed to make that choice.",
A18358,training,in favor of,Should we prohibit school prayer?,Universalism: tolerance,religious beliefs are forced upon children and children of different religions may feel excluded,
A32080,test,in favor of,Should we prohibit flag burning?,Conformity: interpersonal,we should prohibit flag burning because people can be very emotional if they feel their country is being insulted and this can lead to violence.,
A27103,training,against,Should we ban missionary work?,Tradition,missionary work should never be banned as this is people doing the lord's work and bringing peace and happiness to the world.,
A32394,test,against,Should we fight urbanization?,Security: societal,there will be less sprawl when everyone is living in one area which will preserve a lot of natural ecosystems,
